0,31-01-2022,23459
1,31-01-2022,23459
2,31-01-2022,23459
3,31-01-2022,23459
4,31-01-2022,23459
5,31-01-2022,23459
6,31-01-2022,23459
7,31-01-2022,23459
8,31-01-2022,23459
9,31-01-2022,23459
10,31-01-2022,23459
11,31-01-2022,23459
12,31-01-2022,23459
13,31-01-2022,23459
14,31-01-2022,23459
15,31-01-2022,23459
16,31-01-2022,23459
17,31-01-2022,23459
18,31-01-2022,23459
19,31-01-2022,23459
20,31-01-2022,23459
21,31-01-2022,23459
22,31-01-2022,23459
23,31-01-2022,23459
24,31-01-2022,23459
25,31-01-2022,23459
26,31-01-2022,23459
27,31-01-2022,345
28,31-01-2022,2349
29,31-01-2022,68
30,31-01-2022,6345
31,31-01-2022,45
